Age,Height,Performance,Decision
19,195,83,1
29,194,25,0
20,159,20,0
21,167,52,0
21,163,61,0
25,164,55,1
22,154,45,0
24,198,25,1
18,153,47,1
27,186,99,1
29,176,38,0
22,188,28,1
27,180,84,0
26,180,63,1
23,186,14,0
21,192,29,1
26,155,32,0
20,153,30,1
28,175,64,0
24,165,25,1
20,191,51,0
22,163,77,0
20,155,32,0
27,154,63,1
28,175,68,1
25,198,65,0
20,172,96,1
28,184,16,0
21,196,48,1
25,188,37,1
29,191,17,0
27,151,7,0
25,168,74,0
28,180,100,1
18,163,87,1
25,174,76,0
21,175,77,0
26,179,53,1
29,163,94,1
18,200,96,1
20,166,100,1
25,191,47,0
23,153,92,1
23,158,65,0
23,178,49,0
30,176,61,1
27,170,60,1
28,172,57,0
26,179,49,0
27,174,49,0
25,193,85,1
25,151,72,1
26,195,83,1
20,152,92,1
20,165,35,1
25,177,54,1
28,195,59,1
22,154,14,0
30,169,85,1
30,196,22,0
23,189,81,1
18,177,23,1
25,172,16,0
25,192,19,0
20,186,60,1
21,152,84,0
27,188,69,0
23,154,54,0
29,154,80,1
30,189,72,1
28,167,82,1
30,200,45,0
29,191,68,1
20,192,100,1
21,182,43,1
30,186,86,1
30,157,58,0
27,198,80,1
23,199,66,0
20,196,51,0
21,158,74,0
29,198,63,1
19,170,78,0
26,150,29,0
18,163,48,1
28,179,77,0
19,185,89,1
21,199,82,1
22,170,13,0
24,173,18,0
30,151,59,1
29,177,51,0
24,175,78,1
29,186,84,1
26,178,44,1
28,150,12,0
21,181,67,1
29,153,67,1
26,158,8,0
19,200,32,1
22,198,31,1
27,194,66,0
18,154,23,1
22,168,90,1
25,155,33,0
22,186,4,0
18,185,59,0
23,156,83,1
23,175,20,0
27,184,74,1
29,150,19,0
30,183,24,0
18,194,8,0
19,166,77,1
18,165,96,1
26,162,24,0
20,169,37,1
18,153,88,0
20,192,59,1
23,160,17,0
21,167,47,1
27,187,71,0
27,168,69,0
29,184,74,0
20,176,93,1
28,188,72,1
19,176,91,1
25,191,92,1
19,191,27,0
18,177,53,0
18,175,66,1
27,174,60,0
30,189,76,0
20,180,61,0
27,165,29,0
27,186,34,0
26,160,20,0
21,176,23,1
19,173,61,1
29,168,8,0
28,153,24,0
27,177,17,0
20,200,4,0
30,177,26,0
29,178,2,0
25,170,55,1
26,178,28,0
28,167,26,0
22,196,62,0
22,174,12,0
19,191,98,1
21,153,29,0
23,190,97,1
26,177,27,0
18,164,59,1
18,172,74,0
28,176,53,1
23,152,20,0
24,173,1,0
29,175,53,0
24,165,6,0
23,196,46,1
21,163,42,1
19,166,4,0
20,177,63,1
18,152,46,1
27,152,82,1
22,182,56,0
23,152,69,1
27,191,21,0
18,195,16,0
22,194,100,1
26,185,19,0
27,178,64,0
25,153,12,0
19,156,3,0
18,173,29,0
19,159,80,0
23,159,10,0
18,174,95,1
20,151,71,1
25,183,65,0
22,156,5,0
21,168,99,1
18,185,57,1
23,184,18,0
30,154,82,0
18,185,54,1
26,198,43,0
19,164,88,0
21,161,8,0
20,150,20,1
22,172,87,1
20,174,88,1
28,185,92,1
21,189,87,1
25,169,18,0
19,193,51,1
20,173,48,0
30,196,44,0
30,178,35,0
25,186,3,0
18,171,58,0
23,181,89,1
19,183,12,0
23,197,71,1
20,169,44,1
26,171,72,1
19,178,31,1
29,175,84,0
22,196,58,1
29,173,48,1
20,196,4,0
26,185,37,0
26,180,26,0
21,169,66,1
30,157,34,0
25,186,12,0
28,180,3,0
20,200,58,0
26,184,92,1
25,161,42,0
21,193,62,0
27,178,72,0
28,193,33,0
25,161,49,1
22,182,92,1
25,167,65,0
28,195,28,0
21,163,49,0
26,168,18,0
27,192,95,1
23,154,77,1
28,160,51,1
27,170,61,1
20,194,78,1
19,153,21,1
30,184,97,1
28,153,21,0
29,151,94,1
30,153,52,1
20,161,25,1
26,169,92,1
20,151,84,0
23,175,82,1
25,158,31,1
23,181,63,0
29,171,46,0
30,197,59,0
18,192,64,1
30,174,14,0
23,189,14,0
24,158,19,0
24,177,36,0
20,195,14,0
24,193,2,0
23,199,10,0
22,194,1,0
27,184,75,0
21,184,35,0
30,182,92,1
28,151,31,0
25,200,5,0
30,173,36,0
18,159,42,0
21,160,3,0
26,162,67,0
29,172,10,0
19,156,39,0
21,157,27,0
25,163,46,1
22,175,30,0
22,198,59,0
19,192,49,1
20,172,9,0
22,172,21,1
22,194,42,0
18,178,67,0
26,181,19,0
18,161,61,0
22,197,47,1
25,169,6,0
27,183,53,1
27,195,30,0
18,177,55,1
30,161,40,1
22,190,77,1
30,189,66,1
21,194,100,1
19,168,63,0
28,173,24,0
27,151,90,1
24,168,79,1
19,155,91,1
30,176,8,0
19,165,7,0
28,164,85,1
21,196,91,1
25,158,50,1
27,173,11,0
18,160,48,0
28,159,64,0
28,188,50,1
27,158,58,0
28,190,24,0
22,193,5,0
28,153,64,1
27,179,67,1
23,179,53,0
18,181,5,0
18,191,78,1
26,185,95,1
25,168,82,1
29,196,1,0
26,150,84,0
20,174,23,1
28,161,31,0
21,185,2,0
23,183,57,0
19,164,5,0
18,154,20,1
18,160,4,0
24,187,35,0
19,165,94,1
18,197,44,0
19,193,67,1
22,177,66,1
28,156,15,0
20,170,75,1
19,167,19,0
30,150,40,1
18,154,98,1
23,174,64,0
20,151,23,0
18,172,64,1
20,181,39,1
27,190,93,1
29,200,99,1
26,163,13,0
28,170,20,0
26,191,40,0
28,195,91,1
20,199,80,1
18,170,5,0
18,161,80,1
24,187,43,0
26,198,82,1
30,156,92,1
20,172,17,0
19,193,48,1
30,179,10,0
22,199,62,0
30,183,81,0
20,173,86,1
22,163,46,0
29,191,91,1
24,150,14,0
24,164,97,1
18,187,97,1
23,181,22,1
22,177,83,1
23,189,85,1
30,186,77,0
24,182,2,0
21,192,47,1
24,162,55,1
23,153,67,0
21,173,6,0
18,157,5,0
24,194,5,0
23,189,19,0
27,158,92,1
18,174,65,1
25,183,58,0
28,167,100,1
27,178,76,0
18,191,47,0
24,176,83,1
25,191,76,0
24,154,34,1
28,185,51,1
22,155,34,0
25,188,90,0
19,191,10,0
27,156,63,1
25,188,96,1
25,190,61,1
29,183,39,0
29,177,46,0
27,182,43,0
28,193,78,0
27,188,34,0
18,187,7,0
26,171,91,1
19,156,4,0
28,159,54,1
29,166,97,1
28,194,72,1
20,169,68,0
26,163,11,0
20,178,31,1
25,165,62,1
28,156,48,1
27,200,79,0
25,175,39,1
30,191,14,0
30,193,10,0
18,168,82,0
27,196,17,0
21,170,83,1
23,164,74,0
29,161,78,1
19,184,72,1
29,188,96,1
19,195,92,1
30,159,44,0
20,159,100,1
29,152,28,0
24,200,85,1
27,193,97,1
27,163,82,1
28,162,67,1
25,160,74,1
27,159,39,0
28,176,84,1
24,196,74,0
27,175,78,1
29,166,5,0
29,171,78,1
18,156,95,1
20,150,56,1
24,151,69,1
20,165,14,0
25,162,20,1
24,159,91,1
18,197,95,1
25,197,43,0
18,200,75,1
24,197,45,1
26,188,3,0
20,169,93,1
26,200,19,0
21,163,43,1
19,155,45,1
25,156,91,1
29,168,70,1
25,171,16,0
25,168,55,0
21,190,54,0
29,164,66,0
18,177,85,1
25,193,75,0
22,193,60,1
26,173,65,1
30,181,61,1
28,166,100,1
26,190,41,1
20,167,66,1
28,165,90,0
19,152,34,0
23,157,21,1
18,198,10,0
28,163,50,1
19,179,75,1
20,165,97,1
23,173,98,1
22,152,76,1
18,163,4,0
27,186,14,0
26,170,29,0
26,193,34,0
28,174,22,0
18,189,71,1
18,150,6,0
26,176,29,0
18,176,99,1
19,191,74,1
29,154,49,0
28,171,17,0
20,152,57,1
30,186,98,1
27,181,88,1
18,198,94,1
28,153,33,0
22,176,22,1
21,151,52,0
26,168,65,1
29,166,33,0
21,173,97,1
20,182,84,1
19,157,6,0
24,196,92,1
18,168,58,0
21,180,42,1
20,184,82,1
30,161,86,0
19,194,70,0
20,173,80,1
21,190,89,1
28,172,59,1
20,166,89,0
30,156,37,0
20,197,45,1
24,174,100,1
26,173,39,0
19,174,70,0
22,197,77,1
21,196,60,1
20,170,30,0
22,172,91,1
26,173,22,0
29,164,57,1
20,155,69,1
24,181,19,0
24,176,44,1
19,150,30,0
19,191,9,0
25,151,75,1
28,191,81,1
25,157,89,1
20,173,7,0
22,188,14,0
26,172,47,1
24,168,98,1
26,192,59,1
21,182,29,1
22,163,83,0
20,176,4,0
27,188,75,0
27,181,30,0
19,183,35,0
18,158,10,0
28,172,36,0
18,199,13,0
20,185,82,1
21,177,15,0
23,176,2,0
26,152,48,1
19,172,35,1
29,177,58,1
30,189,17,0
25,170,18,0
27,193,8,0
26,172,85,0
29,179,50,0
19,154,90,0
19,168,80,0
20,178,68,1
28,151,82,1
25,187,41,1
18,153,23,1
30,170,96,1
27,193,40,0
25,181,65,1
29,194,69,1
19,162,88,1
18,158,34,1
27,151,94,1
19,194,29,0
26,167,42,0
23,190,13,0
27,172,87,1
23,161,23,0
22,158,83,0
22,150,59,1
29,177,79,0
21,194,64,0
18,166,27,1
21,161,40,1
30,157,15,0
25,169,7,0
25,182,81,0
22,198,30,1
25,157,47,0
19,163,53,1
29,161,48,0
28,186,67,0
22,198,19,0
24,177,36,0
29,156,80,0
29,163,22,0
30,163,65,0
20,197,68,0
18,168,39,1
24,154,28,1
29,153,54,0
20,170,84,0
27,178,68,1
28,165,25,0
22,190,51,0
27,200,52,1
25,171,50,1
24,180,49,0
25,189,20,0
18,168,14,0
19,183,13,0
20,158,22,1
26,179,67,0
25,164,75,0
26,186,79,0
28,170,30,0
23,159,17,0
20,171,5,0
18,167,23,1
20,188,38,1
29,198,79,0
28,150,13,0
28,190,88,1
28,161,81,1
30,174,24,0
21,184,57,0
21,172,6,0
24,197,2,0
23,188,58,1
18,194,52,0
24,199,91,1
30,198,95,1
24,198,15,0
24,197,5,0
21,175,87,1
21,151,71,0
27,176,7,0
26,176,88,1
30,180,80,0
19,172,8,0
19,189,39,0
30,199,57,0
19,155,65,0
22,190,58,0
29,154,9,0
30,162,58,1
27,172,79,1
26,155,67,0
28,151,59,0
24,175,38,1
23,194,85,1
20,199,37,0
29,189,30,0
20,154,37,1
23,173,27,1
24,183,37,0
25,161,60,1
21,166,64,0
26,175,80,1
27,199,82,0
19,154,75,1
22,199,73,1
20,183,77,1
18,152,92,1
20,161,57,1
26,161,100,1
30,156,58,0
20,165,3,0
24,184,71,1
27,166,24,0
20,152,43,1
22,160,92,1
18,157,67,0
29,163,28,0
28,191,38,0
22,159,25,0
20,180,69,1
20,176,73,1
28,157,24,0
27,172,95,1
30,199,46,1
22,181,46,1
24,172,95,1
30,172,53,0
27,181,87,1
18,179,85,1
26,171,68,0
25,166,7,0
28,182,73,1
23,152,17,0
25,190,88,1
21,168,10,0
28,183,6,0
24,178,23,0
25,165,14,0
19,171,88,0
28,173,7,0
22,171,18,0
18,172,53,0
20,170,32,1
20,159,47,0
21,164,47,1
27,156,51,1
24,168,77,0
19,180,57,0
20,162,81,0
21,171,91,1
25,171,85,0
23,154,95,1
19,195,87,1
25,181,30,0
20,164,89,1
20,157,77,0
20,188,12,0
28,191,58,1
26,181,74,0
19,167,71,1
22,173,87,1
24,167,6,0
21,163,68,1
30,150,46,1
30,185,73,1
26,186,47,0
24,191,83,1
18,200,73,1
24,165,26,1
29,163,72,1
25,150,33,0
25,193,19,0
28,171,48,1
26,161,74,1
28,189,63,1
24,154,24,1
25,152,79,1
21,187,12,0
20,179,8,0
19,159,95,1
22,153,20,1
28,173,33,0
28,158,16,0
20,155,67,1
18,181,88,1
21,166,17,0
29,192,22,0
19,168,99,1
25,192,95,1
20,183,34,0
20,178,66,0
28,174,44,1
29,174,52,0
25,175,43,0
25,189,75,1
24,150,95,1
21,179,95,1
23,177,72,1
24,193,90,1
22,177,98,1
20,154,74,1
24,172,37,1
26,176,50,1
30,199,46,0
30,182,52,1
21,195,14,0
23,168,14,0
20,166,77,1
26,189,9,0
27,200,48,0
30,195,84,1
24,167,38,0
23,179,44,1
30,164,83,1
26,178,69,1
18,182,43,1
21,166,94,1
20,151,59,0
28,186,9,0
20,153,12,0
30,178,37,0
29,158,85,0
28,197,88,1
25,187,42,0
27,161,23,0
20,200,34,1
23,154,34,0
25,196,36,0
29,200,94,1
20,192,35,0
22,167,17,0
28,196,23,0
29,188,39,0
28,160,58,1
25,193,28,1
18,164,8,0
23,185,52,0
30,169,40,0
19,156,89,1
25,196,10,0
22,171,46,1
30,190,69,1
26,184,100,1
19,196,41,1
25,159,68,1
19,197,92,1
20,182,15,0
25,169,94,1
27,197,74,0
21,182,21,1
25,164,85,1
28,175,86,1
26,167,65,0
20,160,1,0
25,159,38,0
21,181,91,1
30,166,60,0
27,162,100,1
24,173,35,1
19,197,17,0
18,192,35,0
25,200,68,0
22,182,86,1
24,190,96,1
21,167,11,0
27,176,46,1
22,160,13,0
23,171,4,0
18,168,92,1
26,167,15,0
25,154,27,1
20,171,93,1
30,179,31,0
19,199,14,0
23,176,71,1
22,160,69,1
25,197,52,0
18,189,26,1
26,171,34,0
22,185,82,1
24,167,67,1
24,171,60,0
20,199,98,1
21,175,88,0
22,175,80,0
29,183,100,1
27,156,40,1
27,188,33,0
20,156,100,1
25,198,32,0
19,193,90,1
23,191,49,1
27,172,6,0
18,151,48,0
29,191,89,0
22,190,80,1
22,154,23,0
18,185,84,1
19,199,21,1
21,187,32,0
20,184,44,1
21,192,50,1
23,184,94,1
21,161,68,1
18,178,63,1
20,193,2,0
23,170,30,0
24,160,60,1
25,163,95,1
26,173,39,0
27,150,66,1
19,198,41,0
23,192,42,0
27,152,60,1
22,194,35,0
18,193,91,1
19,159,49,1
20,167,83,1
29,155,79,0
26,194,16,0
30,191,29,0
22,151,41,0
24,177,40,0
22,161,18,0
22,170,78,1
27,150,66,0
29,171,48,0
25,193,23,0
18,188,25,1
29,191,70,0
24,177,95,1
23,166,47,0
23,160,79,0
29,174,51,0
27,159,55,1
27,178,62,1
24,174,34,0
25,190,49,1
19,169,74,0
23,196,40,0
23,174,54,0
22,191,84,1
26,169,35,0
24,199,33,1
30,157,69,1
18,154,37,0
24,196,36,1
26,188,63,0
27,198,75,0
28,171,73,0
19,151,74,0
18,190,79,1
20,197,79,1
28,187,88,0
18,195,23,0
27,167,38,0
18,158,11,0
28,191,93,1
26,155,59,0
23,162,72,1
22,161,17,0
30,187,15,0
25,184,47,0
25,191,61,0
18,161,69,1
22,153,29,1
28,197,7,0
21,198,85,1
26,176,74,0
29,181,10,0
25,173,16,0
23,187,51,1
27,184,69,1
23,176,29,0
20,163,18,0
30,172,95,1
24,163,61,1
18,191,9,0
26,194,98,1
21,175,74,0
22,183,77,1
26,172,59,0
24,184,24,1
26,193,26,0
19,174,26,0
28,200,19,0
24,159,49,1
20,169,84,0
25,168,93,1
20,187,59,1
18,187,12,0
21,152,95,1
29,157,21,0
19,171,34,0
19,158,82,0
27,172,78,0
19,199,41,1
24,189,22,1
26,178,20,0
23,198,7,0
30,199,38,0
21,164,30,0
30,174,41,1
20,185,65,1
19,155,43,1
18,195,85,1
28,164,74,0
20,166,48,1
21,168,57,1
28,194,38,0
30,155,73,1
21,198,8,0
29,196,86,1
22,184,8,0
26,190,2,0
22,164,80,1
21,162,24,1
19,160,53,0
21,190,52,1
20,179,61,1
25,188,100,1
25,178,4,0
26,194,33,0
28,167,96,1
26,182,100,1
23,163,39,0
26,177,77,0
21,178,98,1
20,183,3,0
29,165,48,0
24,197,45,0
19,172,14,0
27,161,87,1
22,185,5,0
28,160,18,0
18,199,44,1
20,150,30,0
19,188,78,1
29,190,77,1
27,167,33,0
28,167,69,0
30,171,84,1
23,183,98,1
18,170,23,0
22,185,47,1
25,185,18,0
27,178,30,0
25,155,51,1
21,190,69,1
25,164,70,0
20,193,39,1
18,187,89,1
24,173,10,0
27,169,65,1
18,166,4,0
21,168,45,1
21,169,31,0
23,194,38,1
25,173,69,1
26,171,9,0
30,155,49,0
25,166,29,1
22,166,52,1
30,187,17,0
22,184,99,1
27,186,91,1
29,151,21,0
26,165,36,0
26,200,91,1
19,151,48,0
21,192,98,1
19,192,63,1
25,172,51,1
25,192,82,0
22,188,3,0
21,200,49,1
30,177,13,0
20,190,2,0
30,191,79,1
19,174,36,1
20,197,70,1
26,152,17,0
29,162,16,0
27,159,88,1
25,166,48,0
18,184,93,1
29,167,58,1
30,183,71,1
20,199,19,0
20,200,4,0
28,196,16,0
18,193,2,0
19,187,72,1
26,187,18,0
27,162,76,1
25,178,85,1
22,158,59,0
27,197,37,0
22,179,14,0
21,196,33,0
22,172,23,0
18,188,5,0
27,157,42,1
29,192,94,1
20,156,51,0
30,199,39,0
26,200,4,0
26,193,86,0
23,180,100,1
22,176,58,1
24,155,97,1
23,182,58,1
28,154,77,0
27,154,67,0
26,167,83,0
25,168,29,1
18,168,99,1
26,183,71,0
20,161,51,0
23,161,51,1
29,194,46,1
24,199,11,0
24,188,91,1
29,172,31,0
24,166,29,0
26,155,52,1
28,187,100,1
23,165,2,0
20,190,20,1
21,172,67,0
27,175,88,1
19,158,80,1
28,193,6,0
25,191,64,1
24,181,45,1
20,151,68,1
26,185,61,1
25,200,74,1
23,160,3,0
22,153,42,0
27,172,81,0
28,191,80,0
21,174,76,0
24,191,98,1
29,184,58,1
22,194,15,0
20,175,92,1
22,198,34,1
25,162,2,0
26,190,75,1
29,175,6,0
20,187,8,0
24,179,54,1
19,155,59,1
24,162,62,0
19,169,44,0
19,189,76,1
20,174,77,1
26,186,77,0
26,153,65,0
25,150,14,0
27,181,31,0
23,179,83,1
20,159,7,0
26,196,49,0
28,158,55,0
19,156,55,1
26,157,66,0
19,171,85,1
18,166,8,0
26,174,80,0
29,189,86,1
19,187,1,0
23,188,94,1
21,190,63,1
23,165,47,0
18,179,18,0
21,181,73,1
23,186,39,0
28,182,95,1
20,150,48,1
26,198,25,0
22,193,91,1
20,180,67,0
26,190,79,1
22,183,8,0
29,157,6,0
26,167,17,0
22,155,20,1
20,156,77,0
23,153,33,0
20,164,65,0
18,181,25,0
24,171,1,0
24,182,50,0
23,183,21,1
30,157,75,1
24,154,63,1
26,182,20,0
19,176,53,0
20,170,21,0
21,191,69,1
29,165,78,1
30,175,15,0
27,198,70,1
21,187,5,0
19,180,7,0
26,168,84,0
27,162,19,0
26,158,79,1
23,187,43,0
25,197,78,0
29,190,46,0
23,195,94,1
28,195,37,0
26,198,21,0
30,174,89,0
22,200,39,0
22,196,73,1
21,188,23,1
28,184,78,1
20,181,35,0
22,162,8,0
23,177,9,0
28,155,33,0
21,178,63,1
29,179,53,1
26,190,66,1
26,171,95,1
22,181,36,0
28,169,44,1
28,172,30,0
27,188,85,0
21,200,77,1
29,161,7,0
26,156,54,0
25,180,90,1
30,194,65,0
26,186,49,0
29,151,64,0
21,172,58,0
22,197,14,0
19,160,38,1
20,200,76,1
22,177,93,1
18,168,95,1
20,163,65,1
30,195,90,1
27,196,2,0
21,185,79,1
18,180,90,1
20,162,80,0
30,185,82,1
20,157,58,0
18,182,5,0
19,193,73,1
26,194,89,1
29,162,8,0
18,173,26,0
28,155,39,0
27,197,85,0
18,181,16,0
24,198,78,0
30,185,96,1
29,177,35,0
24,161,11,0
21,159,94,1
24,178,91,1
18,190,65,1
27,195,36,0
22,181,51,1
20,186,44,1
27,187,47,0
21,160,22,0
22,164,45,0
30,185,92,1
21,181,6,0
19,183,35,1
22,161,97,1
30,199,34,0
22,159,80,1
29,178,89,0
18,191,7,0
29,165,26,0
27,174,21,0
30,182,72,0
21,150,57,0
30,162,10,0
25,160,75,1
18,199,92,1
21,155,32,0
27,188,21,0
25,183,40,0
24,181,58,0
25,181,92,1
26,179,37,0
18,154,89,1
24,174,29,0
30,154,4,0
22,197,30,1
20,166,95,1
28,168,97,1
26,163,85,0
25,163,21,0
24,161,68,0
19,199,26,1
26,178,31,0
23,150,76,0
26,194,42,1
23,183,43,1
26,160,18,0
20,180,51,1
28,160,42,0
28,150,20,0
18,197,5,0
24,187,91,1
30,180,72,1
23,156,37,1
21,186,87,1
25,194,96,1
25,190,57,0
30,193,55,1
19,197,40,1
26,193,88,1
26,188,44,0
24,171,21,1
29,150,58,1
30,186,22,0
30,177,39,0
30,155,62,0
20,192,60,1
22,155,37,1
23,197,12,0
20,185,66,1
21,177,6,0
28,161,37,0
28,178,6,0
22,180,62,1
30,162,1,0
20,174,9,0
23,168,47,1
21,175,47,0
30,195,26,0
29,172,48,1
30,153,39,0
24,152,33,1
23,181,53,0
30,184,41,0
21,171,56,0
27,153,89,0
29,166,72,1
29,166,43,1
22,164,50,0
29,165,94,1
25,160,27,1
22,156,31,0
19,181,46,1
29,154,56,0
18,160,19,0
27,164,12,0
29,184,50,1
26,192,14,0
19,168,75,0
19,188,18,0
23,187,57,1
21,161,85,0
30,150,51,1
26,160,42,1
24,194,58,0
29,154,37,0
19,174,100,1
29,187,36,0
18,167,91,1
22,163,77,1
22,188,39,0
19,165,70,1
25,178,65,1
21,157,79,0
24,194,27,1
23,195,52,1
20,170,32,0
24,190,54,0
27,183,73,0
19,150,28,0
27,157,1,0
29,167,17,0
21,190,96,1
25,185,90,0
29,164,94,1
23,184,96,1
27,190,11,0
18,193,27,0
24,162,63,0
25,154,96,1
30,170,75,0
20,180,18,0
18,180,56,1
22,173,20,0
22,158,18,0
25,186,26,0
26,168,38,0
18,179,44,1
22,174,82,1
26,174,36,0
18,177,84,1
22,191,83,1
29,155,75,1
18,159,40,0
28,155,61,0
18,164,82,1
21,153,25,0
25,200,36,1
28,197,20,0
22,179,4,0
18,171,14,0
28,154,48,0
22,151,58,0
25,171,65,1
23,171,5,0
22,173,37,0
27,198,12,0
27,186,27,0
25,187,82,1
27,191,89,1
21,179,93,1
22,195,25,0
22,197,73,1
25,182,52,0
20,188,73,1
18,165,75,1
26,168,64,1
21,199,89,1
28,175,4,0
21,192,37,1
22,198,93,1
18,162,49,1
28,195,86,0
24,197,4,0
21,171,60,1
27,194,30,0
22,166,46,0
18,182,78,1
21,200,17,0
20,184,96,1
30,183,86,0
19,170,89,1
27,153,25,0
23,161,76,1
19,187,31,1
28,157,46,1
23,193,71,1
24,180,10,0
20,157,91,1
19,152,57,0
23,189,10,0
28,194,85,1
30,194,38,0
23,164,41,1
20,165,61,1
26,178,41,0
28,200,26,0
26,180,1,0
27,195,51,0
30,163,57,1
24,168,28,1
20,155,16,0
25,174,71,1
28,189,9,0
29,153,77,1
25,178,95,1
26,167,87,1
25,191,30,0
28,155,7,0
26,199,17,0
30,150,14,0
21,195,34,0
20,161,49,0
30,172,63,0
22,165,53,0
20,191,93,1
27,185,83,1
29,195,53,0
18,163,83,0
22,172,45,1
25,153,100,1
22,174,62,1
23,192,69,0
21,183,87,1
30,194,56,1
23,175,52,1
20,197,76,1
22,162,75,1
30,191,44,0
27,160,72,1
20,163,47,0
18,174,34,1
21,154,92,1
21,198,48,0
26,156,43,1
19,175,61,1
24,175,1,0
20,177,15,0
26,173,42,1
19,155,29,0
26,180,100,1
23,189,15,0
20,158,44,0
27,167,67,0
24,191,42,0
20,157,25,0
27,166,1,0
19,170,81,1
27,172,21,0
29,174,44,0
23,185,9,0
30,167,97,1
28,157,70,1
25,175,80,0
20,199,70,0
26,190,80,0
19,179,74,1
23,178,64,1
19,178,2,0
22,152,62,0
26,150,31,0
22,155,87,1
26,179,41,0
28,164,8,0
20,172,89,1
28,192,14,0
19,193,91,1
19,183,88,1
28,195,68,0
26,170,26,0
18,198,71,1
22,189,27,0
22,200,37,0
22,159,46,1
22,171,20,1
24,184,1,0
29,176,9,0
27,154,11,0
20,157,6,0
27,185,69,1
20,179,14,0
22,200,3,0
22,160,91,1
28,168,34,0
19,192,34,1
22,180,6,0
23,199,10,0
23,153,81,1
18,194,61,0
18,195,21,1
21,196,49,0
26,198,27,0
22,179,38,0
26,183,27,0
21,170,57,0
27,188,100,1
18,173,18,0
25,173,63,0
30,166,55,0
30,199,46,0
25,152,24,1
23,170,97,1
20,192,49,1
21,166,47,0
20,162,60,0
26,188,3,0
27,174,98,1
29,156,60,1
23,153,99,1
29,181,2,0
26,175,39,0
23,172,14,0
26,181,88,1
24,152,63,1
30,166,48,0
20,185,96,1
27,168,54,1
29,157,81,1
23,168,74,0
28,196,9,0
18,183,37,1
20,182,6,0
26,171,63,1
19,165,68,1
19,185,38,0
26,187,30,0
23,188,95,1
21,173,35,1
27,183,44,1
19,152,2,0
28,176,44,0
25,171,62,0
19,163,40,0
19,192,47,0
29,166,80,0
27,179,52,1
27,160,57,0
18,187,11,0
25,164,3,0
21,184,64,0
26,192,60,0
28,153,42,1
22,191,6,0
24,199,57,1
29,194,42,0
26,160,7,0
27,161,14,0
22,200,59,1
27,189,81,1
27,171,12,0
26,190,49,0
19,179,26,1
23,154,29,1
22,155,7,0
22,168,41,0
25,194,98,1
21,169,65,1
21,162,28,0
24,182,2,0
18,180,38,0
23,155,32,1
24,157,36,0
26,162,90,1
27,159,41,0
19,189,21,1
27,152,87,1
18,175,99,1
18,163,67,1
27,161,21,0
22,175,96,1
28,159,8,0
30,197,89,0
21,190,21,0
18,173,96,1
18,164,86,1
26,193,46,0
22,192,50,1
30,172,62,0
23,183,20,1
24,174,92,1
21,165,66,0
26,172,32,0
28,175,11,0
22,169,13,0
28,170,50,0
28,195,85,0
26,181,42,0
29,171,39,0
27,194,98,1
29,187,34,0
20,189,66,1
22,157,88,1
18,170,6,0
28,175,36,0
24,159,31,0
25,180,63,1
24,160,12,0
24,163,10,0
24,181,62,0
20,150,96,1
23,187,4,0
27,194,82,1
27,180,76,1
26,193,78,1
19,193,69,1
25,184,1,0
21,194,8,0
28,185,78,1
24,198,16,0
22,187,39,1
18,150,70,0
19,168,69,1
19,173,85,0
20,199,12,0
28,176,70,1
26,166,28,0
18,171,100,1
23,179,83,1
28,193,62,1
30,197,17,0
20,172,30,1
30,193,9,0
30,181,22,0
23,165,82,1
20,199,78,1
23,188,15,0
19,192,50,1
24,178,34,1
21,160,11,0
23,198,23,0
23,162,4,0
21,175,57,0
25,170,69,1
23,169,79,1
19,190,50,1
27,168,23,0
27,197,93,1
19,197,84,1
22,194,18,0
29,199,62,0
27,191,63,0
20,188,66,1
21,191,24,1
23,160,4,0
20,163,80,1
30,151,89,0
27,175,76,1
28,185,40,0
25,154,23,1
26,193,81,1
30,166,91,1
29,162,83,0
19,176,47,1
20,179,4,0
29,179,42,1
22,152,76,1
28,170,12,0
26,157,65,0
22,186,69,0
21,159,99,1
21,199,44,0
23,152,5,0
24,195,23,0
26,171,27,0
19,159,53,1
25,170,38,1
23,153,22,0
19,170,37,1
29,183,54,0
30,171,70,1
29,173,38,0
22,166,95,1
24,199,35,0
21,184,67,1
22,197,99,1
27,173,51,0
21,157,62,0
22,169,94,1
19,189,98,1
21,187,33,0
19,162,45,0
24,152,71,0
27,185,32,0
30,183,78,1
24,174,70,1
23,197,86,1
19,193,13,0
24,177,25,0
24,169,91,1
19,175,37,0
19,187,86,1
27,180,4,0
28,185,62,0
26,165,16,0
27,199,59,1
20,159,97,1
26,152,89,0
22,153,93,1
20,190,93,1
24,191,95,1
30,162,96,1
30,189,77,0
24,183,22,0
28,172,89,1
21,185,87,1
29,181,91,1
26,165,7,0
28,174,33,0
20,168,80,0
22,199,67,1
19,178,20,1
26,191,99,1
28,168,13,0
24,172,23,1
29,181,55,0
18,170,19,0
19,164,97,1
18,169,30,0
21,153,35,0
29,165,87,1
22,150,1,0
25,195,29,1
22,185,29,1
30,185,12,0
27,167,4,0
19,200,63,0
23,196,14,0
18,153,100,1
26,185,89,0
22,193,9,0
26,199,12,0
29,184,29,0
26,189,56,1
22,192,95,1
30,186,83,1
28,199,38,0
21,197,7,0
28,176,85,0
25,180,42,0
25,197,74,0
25,154,49,0
21,191,51,0
